timestamp,front_distance_cm,rear_distance_cm,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,floor_fl,floor_fr,floor_bl,floor_br,state,previous_state,current_speed,consecutive_obstacles,consecutive_floor_dangers,stuck_counter,action,action_steps,action_speed,tilt_magnitude,floor_danger_count
1773692323.061536,25.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.161745,27.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.2619538,29.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.3621361,31.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.4623327,33.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.56247,35.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.6626358,37.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.7628024,39.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.8629594,41.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692323.9631715,43.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.0647407,45.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.1649787,47.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.2652144,49.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.3654387,51.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.4656568,53.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.5658777,55.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.666091,57.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.7663105,59.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.8665497,61.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692324.9667668,63.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692325.0679862,65.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692325.16821,67.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692325.268419,69.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692325.368639,71.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692325.4688506,73.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
