timestamp,front_distance_cm,rear_distance_cm,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,floor_fl,floor_fr,floor_bl,floor_br,state,previous_state,current_speed,consecutive_obstacles,consecutive_floor_dangers,stuck_counter,action,action_steps,action_speed,tilt_magnitude,floor_danger_count
1773692763.772182,25.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692763.8724136,27.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692763.972639,29.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.0728374,31.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.1730123,33.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.2731586,35.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.3733037,37.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.473474,39.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.5736651,41.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.6738334,43.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.774475,45.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.8746212,47.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692764.974764,49.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.0749238,51.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.1750748,53.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.2752159,55.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.3753593,57.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.4755073,59.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.575659,61.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.6758149,63.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.7763777,65.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.87652,67.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692765.9766629,69.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692766.076814,71.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692766.1769612,73.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
