timestamp,front_distance_cm,rear_distance_cm,pitch,roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,floor_fl,floor_fr,floor_bl,floor_br,state,previous_state,current_speed,consecutive_obstacles,consecutive_floor_dangers,stuck_counter,action,action_steps,action_speed,tilt_magnitude,floor_danger_count
1773692952.3308048,25.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.4310346,27.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.5312107,29.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.6313763,31.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.731542,33.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.8316898,35.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692952.9319057,37.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.0320926,39.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.1322672,41.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.2324219,43.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.3330746,45.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.433225,47.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.5333652,49.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.6335027,51.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.7336388,53.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.833778,55.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692953.9339483,57.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.034133,59.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.1342945,61.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.2344337,63.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.3350096,65.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.4351544,67.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.5352912,69.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.6354306,71.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
1773692954.7355661,73.5,999.0,1.5,-0.8,0.1,0.0,1.0,0.0,0.0,0.0,0,0,0,0,exploring,exploring,70,0,0,0,forward,1,70,1.7,0
